date,home_team,away_team,home_score,away_score,gameweek,home_xg,away_xg
2022-10-19,Bournemouth,Southampton,0,1,12,0.76,1.16
2022-10-19,Brentford,Chelsea,0,0,12,1.36,0.52
2022-10-19,Liverpool,West Ham,1,0,12,2.09,2.32
2022-10-19,Newcastle,Everton,1,0,12,1.06,0.06
2022-10-19,Man Utd,Spurs,2,0,12,1.60,0.62
2022-10-20,Fulham,Aston Villa,3,0,12,2.70,0.66
2022-10-20,Leicester,Leeds,2,0,12,0.61,1.12
2022-10-22,Nott'm Forest,Liverpool,1,0,13,2.34,2.05
2022-10-22,Everton,Crystal Palace,3,0,13,1.81,0.56
2022-10-22,Man City,Brighton,3,1,13,1.74,0.49
2022-10-22,Chelsea,Man Utd,1,1,13,1.12,0.68
2022-10-23,Aston Villa,Brentford,4,0,13,3.23,0.94
2022-10-23,Leeds,Fulham,2,3,13,1.84,2.31
2022-10-23,Southampton,Arsenal,1,1,13,0.58,1.48
2022-10-23,Wolves,Leicester,0,4,13,1.51,0.92
2022-10-23,Spurs,Newcastle,1,2,13,1.46,1.06
2022-10-24,West Ham,Bournemouth,2,0,13,1.85,0.68
2022-10-29,Leicester,Man City,0,1,14,0.65,0.66
2022-10-29,Bournemouth,Spurs,2,3,14,0.83,2.05
2022-10-29,Brentford,Wolves,1,1,14,1.21,0.52
2022-10-29,Brighton,Chelsea,4,1,14,2.69,1.01
2022-10-29,Crystal Palace,Southampton,1,0,14,0.94,1.27
2022-10-29,Newcastle,Aston Villa,4,0,14,3.91,0.25
2022-10-29,Fulham,Everton,0,0,14,1.65,1.11
2022-10-29,Liverpool,Leeds,1,2,14,1.78,1.51
2022-10-30,Arsenal,Nott'm Forest,5,0,14,2.81,0.19
2022-10-30,Man Utd,West Ham,1,0,14,1.64,0.93
2022-11-05,Leeds,Bournemouth,4,3,15,2.08,1.45
2022-11-05,Man City,Fulham,2,1,15,2.24,0.79
2022-11-05,Nott'm Forest,Brentford,2,2,15,1.21,1.14
2022-11-05,Wolves,Brighton,2,3,15,1.21,1.75
2022-11-05,Everton,Leicester,0,2,15,1.28,2.12
2022-11-06,Chelsea,Arsenal,0,1,15,0.26,2.22
2022-11-06,Aston Villa,Man Utd,3,1,15,0.54,0.48
2022-11-06,Southampton,Newcastle,1,4,15,1.54,1.33
2022-11-06,West Ham,Crystal Palace,1,2,15,0.18,0.97
2022-11-06,Spurs,Liverpool,1,2,15,1.70,1.37
2022-11-12,Man City,Brentford,1,2,16,1.61,1.29
2022-11-12,Bournemouth,Everton,3,0,16,2.59,0.82
2022-11-12,Liverpool,Southampton,3,1,16,1.99,1.05
2022-11-12,Nott'm Forest,Crystal Palace,1,0,16,1.09,1.22
2022-11-12,Spurs,Leeds,4,3,16,1.89,1.23
2022-11-12,West Ham,Leicester,0,2,16,1.4,1.78
2022-11-12,Newcastle,Chelsea,1,0,16,1.07,0.3
2022-11-12,Wolves,Arsenal,0,2,16,0.49,1.82
2022-11-13,Brighton,Aston Villa,1,2,16,0.66,1.49
2022-11-13,Fulham,Man Utd,1,2,16,1.32,2.58
2022-12-26,Brentford,Spurs,2,2,17,2.18,1.07
2022-12-26,Crystal Palace,Fulham,0,3,17,0.4,2.61
2022-12-26,Everton,Wolves,1,2,17,1.74,0.71
2022-12-26,Leicester,Newcastle,0,3,17,0.52,1.9
2022-12-26,Southampton,Brighton,1,3,17,1.91,0.64
2022-12-26,Aston Villa,Liverpool,1,3,17,1.3,2.75
2022-12-26,Arsenal,West Ham,3,1,17,2.1,1.07
2022-12-27,Chelsea,Bournemouth,2,0,17,1.74,0.53
2022-12-27,Man Utd,Nott'm Forest,3,0,17,2.47,0.76
2022-12-28,Leeds,Man City,1,3,17,0.59,4.27
2022-12-30,West Ham,Brentford,0,2,18,1.33,1.72
2022-12-30,Liverpool,Leicester,2,1,18,2.12,0.99
2022-12-31,Wolves,Man Utd,0,1,18,0.67,1.99
2022-12-31,Bournemouth,Crystal Palace,0,2,18,0.59,1.54
2022-12-31,Fulham,Southampton,2,1,18,1.53,0.79
2022-12-31,Man City,Everton,1,1,18,2.1,0.09
2022-12-31,Newcastle,Leeds,0,0,18,2.01,0.47
2022-12-31,Brighton,Arsenal,2,4,18,1.15,2.91
2023-01-01,Spurs,Aston Villa,0,2,18,0.42,1.0
2023-01-01,Nott'm Forest,Chelsea,1,1,18,1.2,0.94
2023-01-02,Brentford,Liverpool,3,1,19,2.53,2.03
2023-01-03,Arsenal,Newcastle,0,0,19,1.13,1.08
2023-01-03,Everton,Brighton,1,4,19,1.31,2.2
2023-01-03,Leicester,Fulham,0,1,19,1.69,1.73
2023-01-03,Man Utd,Bournemouth,3,0,19,2.21,0.49
2023-01-04,Southampton,Nott'm Forest,0,1,19,0.39,1.37
2023-01-04,Leeds,West Ham,2,2,19,1.48,1.42
2023-01-04,Aston Villa,Wolves,1,1,19,1.61,0.97
2023-01-04,Crystal Palace,Spurs,0,4,19,0.79,1.39
2023-01-05,Chelsea,Man City,0,1,19,0.41,2.1
2023-01-12,Fulham,Chelsea,2,1,19,0.83,2.14
2023-01-13,Aston Villa,Leeds,2,1,20,1.29,2.54
2023-01-14,Man Utd,Man City,2,1,20,1.75,0.65
2023-01-14,Brighton,Liverpool,3,0,20,2.24,1.03
2023-01-14,Everton,Southampton,1,2,20,1.41,1.24
2023-01-14,Nott'm Forest,Leicester,2,0,20,2.14,1.02
2023-01-14,Wolves,West Ham,1,0,20,0.84,1.02
2023-01-14,Brentford,Bournemouth,2,0,20,1.47,0.47
2023-01-15,Chelsea,Crystal Palace,1,0,20,1.64,0.61
2023-01-15,Newcastle,Fulham,1,0,20,2.13,1.14
2023-01-15,Spurs,Arsenal,0,2,20,1.54,1.66
2023-01-18,Crystal Palace,Man Utd,1,1,20,0.55,2.1
2023-01-19,Man City,Spurs,4,2,20,2.45,0.84
2023-01-21,Liverpool,Chelsea,0,0,21,1.4,1.59
2023-01-21,Bournemouth,Nott'm Forest,1,1,21,1.36,1.85
2023-01-21,Leicester,Brighton,2,2,21,1.3,1.53
2023-01-21,Southampton,Aston Villa,0,1,21,0.5,1.43
2023-01-21,West Ham,Everton,2,0,21,2.33,0.67
2023-01-21,Crystal Palace,Newcastle,0,0,21,0.3,1.41
2023-01-22,Leeds,Brentford,0,0,21,0.5,0.29
2023-01-22,Man City,Wolves,3,0,21,2.63,0.83
2023-01-22,Arsenal,Man Utd,3,2,21,2.93,0.33
2023-01-23,Fulham,Spurs,0,1,21,1.18,0.9
2023-02-03,Chelsea,Fulham,0,0,22,1.55,0.68
2023-02-04,Everton,Arsenal,1,0,22,1.55,0.86
2023-02-04,Aston Villa,Leicester,2,4,22,1.69,2.25
2023-02-04,Brentford,Southampton,3,0,22,2.15,0.63
2023-02-04,Brighton,Bournemouth,1,0,22,2.63,1.35
2023-02-04,Man Utd,Crystal Palace,2,1,22,2.07,1.37
2023-02-04,Wolves,Liverpool,3,0,22,2.12,1.91
2023-02-04,Newcastle,West Ham,1,1,22,0.82,1.0
2023-02-05,Nott'm Forest,Leeds,1,0,22,0.28,0.79
2023-02-05,Spurs,Man City,1,0,22,1.48,0.96
2023-02-08,Man Utd,Leeds,2,2,22,2.19,0.6
2023-02-11,West Ham,Chelsea,1,1,23,1.3,1.15
2023-02-11,Arsenal,Brentford,1,1,23,1.69,2.37
2023-02-11,Crystal Palace,Brighton,1,1,23,0.89,2.35
2023-02-11,Fulham,Nott'm Forest,2,0,23,1.61,0.66
2023-02-11,Leicester,Spurs,4,1,23,1.54,1.28
2023-02-11,Southampton,Wolves,1,2,23,1.16,0.79
2023-02-11,Bournemouth,Newcastle,1,1,23,1.83,1.38
2023-02-12,Leeds,Man Utd,0,2,23,1.85,1.11
2023-02-12,Man City,Aston Villa,3,1,23,3.6,0.29
2023-02-13,Liverpool,Everton,2,0,23,2.19,0.27
2023-02-15,Arsenal,Man City,1,3,23,1.62,1.75
2023-02-18,Aston Villa,Arsenal,2,4,24,0.51,3.3
2023-02-18,Brentford,Crystal Palace,1,1,24,0.83,1.1
2023-02-18,Brighton,Fulham,0,1,24,2.2,0.3
2023-02-18,Chelsea,Southampton,0,1,24,1.67,0.84
2023-02-18,Everton,Leeds,1,0,24,1.6,0.58
2023-02-18,Nott'm Forest,Man City,1,1,24,0.97,2.69
2023-02-18,Wolves,Bournemouth,0,1,24,1.16,1.0
2023-02-18,Newcastle,Liverpool,0,2,24,2.06,2.38
2023-02-19,Man Utd,Leicester,3,0,24,4.22,1.42
2023-02-19,Spurs,West Ham,2,0,24,1.49,0.5
2023-02-24,Fulham,Wolves,1,1,25,0.48,0.81
2023-02-25,Everton,Aston Villa,0,2,25,1.73,1.94
2023-02-25,Leeds,Southampton,1,0,25,0.86,0.37
2023-02-25,Leicester,Arsenal,0,1,25,0.02,0.65
2023-02-25,West Ham,Nott'm Forest,4,0,25,2.72,0.43
2023-02-25,Bournemouth,Man City,1,4,25,1.35,2.39
2023-02-25,Crystal Palace,Liverpool,0,0,25,0.6,0.91
2023-02-26,Spurs,Chelsea,2,0,25,0.71,0.41
2023-03-01,Arsenal,Everton,4,0,25,2.85,1.4
2023-03-01,Liverpool,Wolves,2,0,25,2.5,0.93
2023-03-04,Man City,Newcastle,2,0,26,1.34,0.42
2023-03-04,Arsenal,Bournemouth,3,2,26,2.65,1.32
2023-03-04,Aston Villa,Crystal Palace,1,0,26,1.2,0.18
2023-03-04,Brighton,West Ham,4,0,26,3.56,0.38
2023-03-04,Chelsea,Leeds,1,0,26,1.54,0.93
2023-03-04,Wolves,Spurs,1,0,26,0.44,1.35
2023-03-04,Southampton,Leicester,1,0,26,1.38,1.91
2023-03-05,Nott'm Forest,Everton,2,2,26,0.94,1.71
2023-03-05,Liverpool,Man Utd,7,0,26,2.64,0.88
2023-03-06,Brentford,Fulham,3,2,26,2.35,1.53
2023-03-11,Bournemouth,Liverpool,1,0,27,0.86,1.73
2023-03-11,Everton,Brentford,1,0,27,1.03,2.09
2023-03-11,Leeds,Brighton,2,2,27,1.55,1.65
2023-03-11,Leicester,Chelsea,1,3,27,2.35,1.51
2023-03-11,Spurs,Nott'm Forest,3,1,27,2.05,1.56
2023-03-11,Crystal Palace,Man City,0,1,27,0.17,2.15
2023-03-12,Fulham,Arsenal,0,3,27,0.85,2.36
2023-03-12,Man Utd,Southampton,0,0,27,0.84,1.13
2023-03-12,West Ham,Aston Villa,1,1,27,2.22,1.58
2023-03-12,Newcastle,Wolves,2,1,27,2.02,1.13
2023-03-15,Brighton,Crystal Palace,1,0,27,0.61,1.21
2023-03-15,Southampton,Brentford,0,2,27,0.52,2.02
2023-03-17,Nott'm Forest,Newcastle,1,2,28,0.38,2.42
2023-03-18,Aston Villa,Bournemouth,3,0,28,3.22,0.59
2023-03-18,Brentford,Leicester,1,1,28,0.65,1.35
2023-03-18,Southampton,Spurs,3,3,28,2.4,2.26
2023-03-18,Wolves,Leeds,2,4,28,2.87,1.48
2023-03-18,Chelsea,Everton,2,2,28,2.37,1.43
2023-03-19,Arsenal,Crystal Palace,4,1,28,1.46,0.6
2023-04-01,Man City,Liverpool,4,1,29,2.96,0.34
2023-04-01,Arsenal,Leeds,4,1,29,3.41,0.77
2023-04-01,Bournemouth,Fulham,2,1,29,2.48,0.85
2023-04-01,Brighton,Brentford,3,3,29,4.42,1.5
2023-04-01,Crystal Palace,Leicester,2,1,29,2.27,0.22
2023-04-01,Nott'm Forest,Wolves,1,1,29,1.29,0.46
2023-04-01,Chelsea,Aston Villa,0,2,29,2.2,0.81
2023-04-02,West Ham,Southampton,1,0,29,1.35,0.39
2023-04-02,Newcastle,Man Utd,2,0,29,3.73,0.43
2023-04-03,Everton,Spurs,1,1,29,0.89,1.48
2023-04-04,Bournemouth,Brighton,0,2,29,1.94,2.75
2023-04-04,Leeds,Nott'm Forest,2,1,29,1.97,0.8
2023-04-04,Leicester,Aston Villa,1,2,29,0.49,1.04
2023-04-04,Chelsea,Liverpool,0,0,29,2.11,0.35
2023-04-05,Man Utd,Brentford,1,0,29,1.11,0.62
2023-04-05,West Ham,Newcastle,1,5,29,0.8,3.11
2023-04-08,Man Utd,Everton,2,0,30,3.47,1.02
2023-04-08,Aston Villa,Nott'm Forest,2,0,30,1.36,0.25
2023-04-08,Brentford,Newcastle,1,2,30,2.64,1.18
2023-04-08,Fulham,West Ham,0,1,30,0.68,1.1
2023-04-08,Leicester,Bournemouth,0,1,30,0.69,2.33
2023-04-08,Spurs,Brighton,2,1,30,0.83,1.43
2023-04-08,Wolves,Chelsea,1,0,30,0.55,1.05
2023-04-08,Southampton,Man City,1,4,30,0.35,2.64
2023-04-09,Leeds,Crystal Palace,1,5,30,0.89,3.03
2023-04-09,Liverpool,Arsenal,2,2,30,3.95,1.41
2023-04-15,Aston Villa,Newcastle,3,0,31,1.94,0.51
2023-04-15,Chelsea,Brighton,1,2,31,0.6,2.28
2023-04-15,Everton,Fulham,1,3,31,1.4,1.84
2023-04-15,Southampton,Crystal Palace,0,2,31,0.78,0.8
2023-04-15,Wolves,Brentford,2,0,31,0.72,1.18
2023-04-15,Spurs,Bournemouth,2,3,31,2.03,1.33
2023-04-15,Man City,Leicester,3,1,31,2.06,2.33
2023-04-16,West Ham,Arsenal,2,2,31,1.78,2.82
2023-04-16,Nott'm Forest,Man Utd,0,2,31,0.68,3.9
2023-04-17,Leeds,Liverpool,1,6,31,1.35,2.47
2023-04-21,Arsenal,Southampton,3,3,32,2.8,1.43
2023-04-22,Fulham,Leeds,2,1,32,1.68,0.89
2023-04-22,Brentford,Aston Villa,1,1,32,2.74,1.91
2023-04-22,Crystal Palace,Everton,0,0,32,0.49,0.41
2023-04-22,Leicester,Wolves,2,1,32,2.46,0.91
2023-04-22,Liverpool,Nott'm Forest,3,2,32,2.87,0.82
2023-04-23,Bournemouth,West Ham,0,4,32,1.15,2.33
2023-04-23,Newcastle,Spurs,6,1,32,3.7,1.02
2023-04-25,Wolves,Crystal Palace,2,0,33,1.35,0.75
2023-04-25,Aston Villa,Fulham,1,0,33,0.95,0.1
2023-04-25,Leeds,Leicester,1,1,33,1.7,2.1
2023-04-26,Nott'm Forest,Brighton,3,1,33,2.48,2.4
2023-04-26,Chelsea,Brentford,0,2,33,1.23,1.05
2023-04-26,West Ham,Liverpool,1,2,33,0.78,2.03
2023-04-26,Man City,Arsenal,4,1,33,2.05,0.48
2023-04-27,Everton,Newcastle,1,4,33,0.65,2.45
2023-04-27,Southampton,Bournemouth,0,1,33,0.51,1.0
2023-04-27,Spurs,Man Utd,2,2,33,2.25,2.17
2023-04-29,Crystal Palace,West Ham,4,3,34,2.14,1.87
2023-04-29,Brentford,Nott'm Forest,2,1,34,1.71,0.75
2023-04-29,Brighton,Wolves,6,0,34,3.28,0.7
2023-04-30,Bournemouth,Leeds,4,1,34,1.98,1.68
2023-04-30,Fulham,Man City,1,2,34,0.17,2.66
2023-04-30,Man Utd,Aston Villa,1,0,34,1.19,0.55
2023-04-30,Newcastle,Southampton,3,1,34,4.99,0.83
2023-04-30,Liverpool,Spurs,4,3,34,2.32,1.99
2023-05-01,Leicester,Everton,2,2,34,3.46,3.33
2023-05-02,Arsenal,Chelsea,3,1,34,2.1,0.73
2023-05-03,Liverpool,Fulham,1,0,34,1.73,0.69
2023-05-03,Man City,West Ham,3,0,34,2.32,0.35
2023-05-04,Brighton,Man Utd,1,0,34,2.29,1.38
2023-05-06,Bournemouth,Chelsea,1,3,35,1.26,1.4
2023-05-06,Man City,Leeds,2,1,35,2.48,0.22
2023-05-06,Spurs,Crystal Palace,1,0,35,0.89,0.37
2023-05-06,Wolves,Aston Villa,1,0,35,0.7,1.56
2023-05-06,Liverpool,Brentford,1,0,35,2.09,0.19
2023-05-07,Newcastle,Arsenal,0,2,35,1.29,1.19
2023-05-07,West Ham,Man Utd,1,0,35,1.32,1.2
2023-05-08,Fulham,Leicester,5,3,35,1.69,3.22
2023-05-08,Brighton,Everton,1,5,35,3.49,2.29
2023-05-08,Nott'm Forest,Southampton,4,3,35,1.81,3.25
2023-05-13,Leeds,Newcastle,2,2,36,2.23,2.43
2023-05-13,Aston Villa,Spurs,2,1,36,1.16,1.36
2023-05-13,Chelsea,Nott'm Forest,2,2,36,1.15,1.62
2023-05-13,Crystal Palace,Bournemouth,2,0,36,1.54,0.33
2023-05-13,Man Utd,Wolves,2,0,36,2.67,0.38
2023-05-13,Southampton,Fulham,0,2,36,0.24,1.5
2023-05-14,Brentford,West Ham,2,0,36,3.68,0.22
2023-05-14,Everton,Man City,0,3,36,1.85,0.76
2023-05-14,Arsenal,Brighton,0,3,36,0.84,1.79
2023-05-15,Leicester,Liverpool,0,3,36,0.55,2.04
2023-05-18,Newcastle,Brighton,4,1,36,3.25,0.49
2023-05-20,Spurs,Brentford,1,3,37,1.89,1.28
2023-05-20,Bournemouth,Man Utd,0,1,37,1.19,1.5
2023-05-20,Fulham,Crystal Palace,2,2,37,1.83,1.62
2023-05-20,Liverpool,Aston Villa,1,1,37,0.75,1.39
2023-05-20,Wolves,Everton,1,1,37,1.65,1.97
2023-05-20,Nott'm Forest,Arsenal,1,0,37,0.56,0.64
2023-05-21,West Ham,Leeds,3,1,37,2.15,0.89
2023-05-21,Brighton,Southampton,3,1,37,2.54,0.65
2023-05-21,Man City,Chelsea,1,0,37,1.09,1.23
2023-05-22,Newcastle,Leicester,0,0,37,2.07,0.07
2023-05-24,Brighton,Man City,1,1,37,2.52,1.77
2023-05-25,Man Utd,Chelsea,4,1,37,5.16,1.93
2023-05-28,Arsenal,Wolves,5,0,38,2.39,0.48
2023-05-28,Aston Villa,Brighton,2,1,38,2.81,1.49
2023-05-28,Brentford,Man City,1,0,38,0.41,0.65
2023-05-28,Chelsea,Newcastle,1,1,38,2.22,1.69
2023-05-28,Crystal Palace,Nott'm Forest,1,1,38,1.61,0.48
2023-05-28,Everton,Bournemouth,1,0,38,0.99,0.48
2023-05-28,Leeds,Spurs,1,4,38,1.5,2.14
2023-05-28,Leicester,West Ham,2,1,38,1.44,1.35
2023-05-28,Man Utd,Fulham,2,1,38,2.71,1.8
2023-05-28,Southampton,Liverpool,4,4,38,1.81,3.87
